Sharpe Ratio,Annualized Return (%),Max Drawdown (%),Win Rate (%),Profit Factor,Total Trades,rsi_entry_max,stop_loss_pct,take_profit_pct,position_size_pct,max_positions
0.20747204976662278,1.167571452727443,13.571370793401517,48.64864864864865,1.18378498815185,37,70,7,10,25,3
0.20563469988262753,1.4655686684840838,14.93606996095144,31.428571428571427,1.1849316335409728,35,75,5,15,33,2
0.20142272082518708,0.5655478050952419,6.504812523806335,41.17647058823529,1.246078097807191,17,65,5,10,25,1
0.19913649426883234,0.6405102404973293,6.506081063445422,22.727272727272727,1.252469067264144,22,70,3,15,25,1
0.19901950563932916,0.8220843946900386,8.508266085197873,22.727272727272727,1.2437152173573827,22,70,3,15,33,1
0.1924891084428955,1.2341113738658755,14.486236124894894,22.5,1.185148095672477,40,75,3,15,33,2
0.1906208021674641,1.0830816667893264,18.06710392005592,48.275862068965516,1.1639818922273069,29,75,7,10,33,2
0.18739603586470058,0.8138171372530536,13.805193128400367,40.0,1.1658522147684545,35,75,5,10,25,2
0.1872104047908695,1.452906590700781,17.122884158766503,38.70967741935484,1.159457747453913,31,65,7,15,33,3
0.1868486695596531,1.2843028406162018,13.413051055916023,22.413793103448278,1.1773330185540274,58,75,3,15,25,3
0.18659516516679311,0.9987001919718519,11.150998406321971,22.5,1.2044896553517976,40,70,3,15,25,2
0.18092315983716056,1.2426838766596242,16.46470201230249,31.25,1.1698995169015995,32,65,5,15,33,2
0.17970446553327407,1.48505168152808,19.957030762103596,31.11111111111111,1.1385093187928557,45,70,5,15,33,3
0.17377750167018613,0.5133290277546998,5.238702138917173,40.0,1.1825248302554805,20,70,5,10,25,1
0.16788590835388315,1.3042476542713624,18.029459534469215,22.033898305084744,1.1294288598191566,59,75,3,15,33,3
0.16053410624399853,0.5358095409827202,7.485624479003132,29.166666666666668,1.1617431286193811,24,70,3,10,33,1
0.15580620984076363,0.9209505785429588,13.15554323559279,37.93103448275862,1.145682643401975,29,65,7,15,25,3
0.15521311773221189,1.1440423018355008,17.979890396312268,21.818181818181817,1.1202266251051238,55,70,3,15,33,3
0.13612519489568115,0.6938022837326114,18.757879821919257,38.88888888888889,1.099787773419366,36,70,5,10,33,2
